iso3,country,year,Track,GovEff,RuleLaw,RegQual,CPI,CtrlCorr,GII,RD,ECI,EduIdx,LifeExpIdx,GDPpcPPP,ResRents,ODA,PolStab,FSI,P1,P2,P3,P4,P5,v1_raw,v1_MScore,P1_GPA,P2_GPA,P3_GPA,P4_GPA,P5_GPA,v2_GPA,pillar_spread,config_profile,gap_count,gaps_noted
PER,Peru,1996,2,42.5024,46.1578,60.2606,,39.3305,,0.0836,-0.4170,0.5987,0.7362,4555.7696,2.8047,0.6186,47.6933,,0.4706,0.2854,0.6674,0.7811,0.4769,0.5264,0.0729,1.8281,0.8406,2.2041,1.9988,0.7701,1.6233,0.1923,P4>P3>P5>P1>P2,0,
KEN,Kenya,1996,2,46.0879,41.8844,44.0582,,27.2178,,,-0.1170,0.3922,0.5473,1875.2983,5.4908,5.0445,45.5463,,0.3981,0.6123,0.4698,0.6437,0.4555,0.5208,0.0581,1.2083,1.8571,0.8862,1.1736,0.7273,1.1823,0.1064,P4>P2>P3>P5>P1,1,RD
GAB,Gabon,1996,2,44.8724,45.3626,47.9453,,25.8856,,,-0.8860,0.4948,0.6348,14146.6571,32.9208,2.5656,64.7957,,0.4102,0.4743,0.5648,0.6063,0.6480,0.5201,0.0563,1.3282,0.9286,1.4164,1.6164,1.9893,1.4591,0.0973,P5>P4>P3>P2>P1,1,RD
NPL,Nepal,1996,2,35.9854,57.2245,44.7859,,37.2629,,,-0.5060,0.3178,0.6161,1110.2219,1.3262,7.3153,57.5111,,0.4381,0.5425,0.4669,0.6065,0.5751,0.5174,0.0489,1.6001,1.3429,0.8800,1.2701,1.4118,1.3662,0.0714,P4>P5>P2>P3>P1,1,RD
EGY,"Egypt, Arab Rep.",1996,2,52.7489,57.2364,49.6951,,41.9773,,0.2126,-0.1470,0.4930,0.7036,4434.4649,9.3552,3.2232,52.4281,,0.5041,0.3197,0.5983,0.6926,0.5243,0.5166,0.0469,2.1383,1.3000,1.6185,1.4575,1.0695,1.6436,0.1378,P4>P3>P5>P1>P2,0,
LKA,Sri Lanka,1996,2,45.4496,59.0367,50.4394,,49.6932,,0.1836,-0.9410,0.6567,0.7668,3581.6528,0.3531,2.5374,33.5838,,0.5115,0.2462,0.7117,0.7531,0.3358,0.5160,0.0453,2.1578,0.7233,2.5846,2.0877,0.3209,1.7246,0.2234,P4>P3>P1>P5>P2,0,
IND,India,1996,2,46.5811,60.7250,44.7906,,42.5029,,0.6391,0.3880,0.3452,0.6312,1694.7398,2.4849,0.4892,49.3996,,0.4865,0.4014,0.4882,0.7344,0.4940,0.5159,0.0450,1.9961,2.3444,1.0790,1.6914,0.8984,1.6850,0.1253,P4>P5>P3>P1>P2,0,
MAR,Morocco,1996,2,51.2868,64.4740,49.1394,,45.7286,,0.2458,-0.5530,0.2991,0.6958,3551.2561,0.3800,1.5425,59.1955,,0.5266,0.2860,0.4974,0.7690,0.5920,0.5156,0.0443,2.2714,1.1271,1.1272,2.1396,1.5615,1.7995,0.1743,P4>P5>P1>P3>P2,0,
ZAF,South Africa,1996,2,63.3122,56.7649,57.6558,,65.3860,,0.5269,,0.6302,0.6320,7208.0060,4.6427,0.2263,56.3203,,0.6078,0.0822,0.6311,0.7991,0.5632,0.5148,0.0422,2.6954,1.8105,1.9928,2.2287,1.3690,2.1717,0.2693,P4>P3>P1>P5>P2,1,ECI
KAZ,Kazakhstan,1996,2,24.8610,32.5212,44.3283,,22.7065,,0.2934,0.6230,0.6203,0.6685,5836.0720,10.3992,0.5691,59.8695,,0.3110,0.3952,0.6444,0.7441,0.5987,0.5141,0.0403,0.5618,1.9474,2.0533,1.8312,1.5829,1.4312,0.1798,P4>P3>P5>P2>P1,0,
HND,Honduras,1996,2,28.3934,40.8861,39.2318,,25.5466,,,-0.6060,0.3858,0.7271,1617.3846,1.9680,5.2588,55.4256,,0.3351,0.5246,0.5565,0.6559,0.5543,0.5128,0.0369,0.7253,1.1857,1.4267,1.3249,1.2620,1.1196,0.1173,P4>P3>P5>P2>P1,1,RD
SEN,Senegal,1996,2,45.4496,55.4952,51.1174,,47.0179,,,-0.4280,0.1968,0.5712,1679.1149,3.0276,8.8469,52.3991,,0.4977,0.5565,0.3840,0.5910,0.5240,0.5110,0.0319,2.0608,1.4000,0.5815,1.1460,1.0481,1.4006,0.0790,P4>P2>P5>P1>P3,1,RD
ECU,Ecuador,1996,2,35.1782,49.9915,47.0555,,37.0746,,0.0741,-0.9540,0.5709,0.7972,5559.9782,9.0638,0.9851,50.9445,,0.4232,0.2364,0.6841,0.7435,0.5094,0.5014,0.0065,1.4705,0.5195,2.4728,1.7463,0.9626,1.4768,0.2042,P4>P3>P5>P1>P2,0,
MNG,Mongolia,1996,2,39.9403,61.0462,47.0173,,52.8783,,0.1679,-0.3760,0.5074,0.6308,3310.1609,6.7591,12.4069,76.8822,,0.5022,0.2957,0.5691,0.5418,0.7688,0.4985,-0.0011,2.0713,0.9812,1.4421,1.1363,2.7166,1.7441,0.1690,P5>P3>P4>P1>P2,0,
CIV,Cote d'Ivoire,1996,2,56.5467,43.0869,42.7328,,49.2481,,,-0.9990,0.2521,0.4861,2831.7990,3.1091,8.5961,65.2409,,0.4790,0.4541,0.3691,0.6216,0.6524,0.4967,-0.0060,1.8063,0.7429,0.4964,1.3661,2.0321,1.4034,0.1189,P5>P4>P1>P2>P3,1,RD
IRQ,Iraq,1996,2,15.8659,29.1246,22.9136,,15.0391,,,0.7460,0.3977,0.6864,5034.4763,36.4782,3.3533,40.9565,,0.2074,0.7671,0.5421,0.5162,0.4096,0.4962,-0.0072,0.1229,2.9714,1.3231,1.1789,0.4920,1.0137,0.2040,P2>P3>P4>P5>P1,1,RD
BEN,Benin,1996,2,35.9854,58.4716,50.5655,,32.2878,,,-0.6060,0.2240,0.5484,1443.9677,8.3024,12.4526,79.4210,,0.4433,0.5246,0.3862,0.4880,0.7942,0.4962,-0.0072,1.6665,1.1857,0.5764,0.7586,3.0588,1.4778,0.1579,P5>P2>P4>P1>P3,1,RD
BGD,Bangladesh,1996,2,35.5681,41.1265,36.5773,,30.2024,,,-0.9300,0.3181,0.5991,1260.7549,0.5901,2.0249,53.3909,,0.3587,0.4665,0.4586,0.7062,0.5339,0.4926,-0.0167,0.8974,0.8857,0.8626,1.6623,1.1337,1.0898,0.1288,P4>P5>P2>P3>P1,1,RD
SLV,El Salvador,1996,2,29.7872,42.2915,48.9760,,30.0190,,0.0882,-0.2700,0.4251,0.6997,3879.8427,0.5096,2.8956,58.7574,,0.3777,0.2989,0.5624,0.7502,0.5876,0.4904,-0.0226,1.1161,0.9759,1.4246,2.0443,1.5187,1.4057,0.1791,P4>P5>P3>P1>P2,0,
ARM,Armenia,1996,2,46.0245,52.4348,42.7566,,36.2702,,0.1869,0.8950,0.6145,0.7569,1921.5500,0.3154,17.8033,45.4534,,0.4437,0.4112,0.6857,0.4668,0.4545,0.4897,-0.0246,1.5636,1.9158,2.3436,1.4137,0.7059,1.5897,0.1100,P3>P4>P5>P1>P2,0,
KGZ,Kyrgyz Republic,1996,2,46.0245,42.3941,44.1928,,29.9887,,0.1939,0.2910,0.6155,0.6684,1505.4488,0.7687,11.4212,57.5686,,0.4065,0.3576,0.6420,0.5575,0.5757,0.4885,-0.0277,1.2575,1.4226,1.9979,1.2845,1.4332,1.4468,0.1203,P3>P5>P4>P1>P2,0,
BOL,Bolivia,1996,2,45.5798,51.7211,55.5041,,36.2157,,0.3254,-0.7530,0.5758,0.6198,3644.9002,4.7328,10.5735,61.9936,,0.4726,0.2743,0.5978,0.5908,0.6199,0.4864,-0.0332,1.8427,1.1180,1.6872,1.3247,1.7112,1.6029,0.1443,P5>P3>P4>P1>P2,0,
GEO,Georgia,1996,2,25.9463,36.4553,38.6638,,17.5240,,0.3309,0.5420,,0.7790,2253.0952,0.4623,10.2315,31.5391,,0.2965,0.3909,0.7790,0.6002,0.3154,0.4792,-0.0523,0.5468,1.9105,2.4615,1.5967,0.2567,1.2267,0.2077,P3>P4>P2>P5>P1,1,EduIdx
MRT,Mauritania,1996,2,46.0245,47.3474,44.7859,,36.5683,,,-1.0730,0.2477,0.5987,2435.9465,4.0404,12.6270,66.6114,,0.4368,0.4408,0.4232,0.5404,0.6661,0.4787,-0.0536,1.5474,0.6286,0.7190,1.1642,2.1390,1.3105,0.1032,P5>P4>P2>P1>P3,1,RD
TKM,Turkmenistan,1996,2,25.9463,29.8268,20.8609,,29.1431,,,-0.9830,,0.6698,3636.4798,58.5979,0.9866,72.7513,,0.2644,0.4569,0.6698,0.4487,0.7275,0.4768,-0.0587,0.3871,0.7714,1.5179,1.2158,2.5241,1.1372,0.1869,P5>P3>P2>P4>P1,2,EduIdx; RD
GHA,Ghana,1996,2,50.7095,51.9913,44.7362,,43.5056,,,-1.3660,0.3417,0.5686,2025.8327,13.7777,9.5925,55.4824,,0.4774,0.3882,0.4551,0.5166,0.5548,0.4662,-0.0868,1.8483,0.4571,0.8913,0.8227,1.3048,1.2129,0.0632,P5>P4>P1>P3>P2,1,RD
TJK,Tajikistan,1996,2,25.9463,25.6984,25.8046,,20.3930,,,-0.2880,0.6204,0.6278,836.4291,0.9115,10.6620,24.8926,,0.2446,0.5816,0.6241,0.5389,0.2489,0.4641,-0.0925,0.2753,1.6000,1.9179,1.1472,0.1711,0.8973,0.1858,P3>P2>P4>P5>P1,1,RD
TGO,Togo,1996,2,32.4784,41.6629,41.2706,,33.1404,,,-1.0090,0.3385,0.5203,1217.7763,11.2517,7.6062,58.9501,,0.3714,0.4523,0.4294,0.5403,0.5895,0.4588,-0.1065,0.9989,0.6571,0.7210,0.7841,1.5401,0.9568,0.0876,P5>P4>P2>P3>P1,1,RD
LAO,Lao PDR,1996,2,35.9854,35.9088,32.9296,,33.0690,,,-0.8250,0.3340,0.5665,1434.8087,8.5245,13.3111,66.5080,,0.3447,0.4853,0.4503,0.4718,0.6651,0.4584,-0.1075,0.8537,0.9714,0.8308,0.7208,2.1176,1.0519,0.1156,P5>P2>P4>P3>P1,1,RD
SRB,Serbia,1996,2,40.8280,36.5981,32.3275,,26.9010,,0.6706,,0.5923,0.8141,5433.7198,0.5274,0.3582,43.0879,,0.3416,0.1048,0.7032,0.8097,0.4309,0.4573,-0.1105,0.8153,2.2737,2.7005,2.4439,0.5989,1.6349,0.2832,P4>P3>P5>P1>P2,1,ECI
AZE,Azerbaijan,1996,2,24.8610,35.9861,34.7556,,17.8975,,0.2353,0.3160,0.6552,0.6563,2406.7723,26.0390,3.0423,48.3322,,0.2838,0.3631,0.6558,0.5529,0.4833,0.4518,-0.1251,0.4103,1.5707,2.1200,1.0235,0.7914,1.0457,0.1480,P3>P4>P5>P2>P1,0,
MDG,Madagascar,1996,2,32.4784,51.6765,35.3097,,48.9075,,0.1832,-1.4910,,0.5458,1118.7692,6.1010,7.4372,68.0890,,0.4209,0.1969,0.5458,0.5731,0.6809,0.4463,-0.1396,1.4285,0.4737,0.7179,0.9456,2.2246,1.2167,0.1850,P5>P4>P3>P1>P2,1,EduIdx
PAK,Pakistan,1996,2,40.8280,49.1057,44.8002,,24.4461,,0.1557,-0.5940,0.2220,0.6226,2400.6345,1.3391,1.1202,41.6449,,0.3979,0.2752,0.4223,0.7495,0.4164,0.4443,-0.1450,1.2702,0.8248,0.7374,1.8179,0.5348,1.1227,0.1767,P4>P3>P5>P1>P2,0,
HTI,Haiti,1996,2,25.0166,32.9623,32.2497,,28.3092,,,-1.0080,0.3767,0.5556,2069.6145,0.9428,11.3377,48.7767,,0.2963,0.4525,0.4661,0.5742,0.4878,0.4440,-0.1457,0.4503,0.6857,0.8667,1.3803,0.8128,0.8007,0.1007,P4>P5>P3>P2>P1,1,RD
CMR,Cameroon,1996,2,35.6291,33.2573,31.8678,,23.7211,,,-1.3670,0.2976,0.5108,1849.5065,9.1938,3.9127,47.4497,,0.3112,0.3881,0.4042,0.6371,0.4745,0.4305,-0.1815,0.6088,0.4286,0.5805,1.0657,0.7487,0.6971,0.1231,P4>P5>P3>P2>P1,1,RD
KHM,Cambodia,1996,2,30.9786,35.4659,49.3794,,29.5513,,,-1.0850,0.3140,0.5666,1006.0903,8.2662,11.2371,43.4761,,0.3634,0.4386,0.4403,0.4898,0.4348,0.4300,-0.1829,1.0179,0.6000,0.7744,0.7053,0.6631,0.8071,0.0452,P4>P3>P2>P5>P1,1,RD
YEM,"Yemen, Rep.",1996,2,34.9908,36.3139,44.4038,,33.7640,,,-0.8860,0.2063,0.6290,2267.7006,36.5844,4.2568,33.9740,,0.3737,0.4743,0.4177,0.4593,0.3397,0.4214,-0.2058,1.0464,0.9286,0.7651,0.8483,0.3422,0.8419,0.0567,P2>P4>P3>P1>P5,1,RD
NER,Niger,1996,2,25.9220,45.0829,30.1087,,31.9775,,,-0.6730,0.0983,0.4048,745.8108,9.4091,10.2545,58.4873,,0.3327,0.5126,0.2515,0.4831,0.5849,0.4167,-0.2181,0.7086,1.0857,0.1056,0.6588,1.4759,0.7886,0.1368,P5>P2>P4>P1>P3,1,RD
TZA,Tanzania,1996,2,29.7309,53.4615,44.1781,,36.4929,,,-1.6030,0.2748,0.4790,1025.8716,11.2990,9.2635,49.1884,,0.4097,0.3457,0.3769,0.5035,0.4919,0.4141,-0.2251,1.3395,0.3143,0.5128,0.6689,0.8770,0.8587,0.0698,P4>P5>P1>P3>P2,1,RD
NIC,Nicaragua,1996,2,27.8345,46.5401,42.7820,,37.9479,,0.0651,-0.9680,0.4549,0.6956,2324.7817,1.5510,22.1724,54.3492,,0.3878,0.2345,0.5753,0.4317,0.5435,0.4113,-0.2325,1.1727,0.4842,1.4769,1.1970,1.2193,1.1421,0.1359,P3>P5>P4>P1>P2,0,
NGA,Nigeria,1996,2,30.3692,37.4259,37.9421,,24.3359,,,-1.6230,0.3216,0.3974,2930.7133,21.4145,,43.0952,,0.3252,0.3421,0.3595,0.6446,0.4310,0.4107,-0.2340,0.6852,0.2857,0.4554,1.7564,0.6203,0.7992,0.1316,P4>P5>P3>P2>P1,2,RD; ODA
MWI,Malawi,1996,2,34.3526,51.4064,45.8105,,39.4783,,,-1.5150,0.3779,0.3693,884.4563,10.6406,14.8374,55.2961,,0.4276,0.3615,0.3736,0.4073,0.5530,0.4088,-0.2393,1.4873,0.3714,0.5210,0.5365,1.2406,0.9506,0.0764,P5>P1>P4>P3>P2,1,RD
MLI,Mali,1996,2,25.0166,52.5776,40.9391,,37.5170,,,-1.2220,0.1205,0.4385,1223.5825,6.1799,17.9512,69.9816,,0.3901,0.4141,0.2795,0.4019,0.6998,0.4073,-0.2431,1.1591,0.5429,0.1908,0.7129,2.3529,1.0251,0.1564,P5>P2>P4>P1>P3,1,RD
UGA,Uganda,1996,2,35.5681,50.0970,51.1009,,34.0848,,,-1.2080,0.2929,0.4271,969.3804,18.5825,11.2503,37.0366,,0.4271,0.4166,0.3600,0.4189,0.3704,0.4037,-0.2526,1.5181,0.5714,0.4236,0.4703,0.4492,0.8356,0.0310,P1>P4>P2>P5>P3,1,RD
SDN,Sudan,1996,2,29.7309,28.3977,30.9133,,21.2061,,,-1.5970,0.1941,0.5790,2005.6096,0.2748,2.5182,21.1328,,0.2756,0.3468,0.3865,0.7240,0.2113,0.3988,-0.2656,0.4010,0.3429,0.5785,1.8837,0.0856,0.6708,0.1990,P4>P3>P2>P1>P5,1,RD
BFA,Burkina Faso,1996,2,32.4784,47.1825,44.5682,,52.3517,,0.1583,-1.0070,,0.4568,753.3092,12.8265,16.1653,63.4844,,0.4415,0.2383,0.4568,0.3624,0.6348,0.3973,-0.2698,1.5447,0.5887,0.4308,0.4473,1.8396,1.0662,0.1450,P5>P3>P1>P4>P2,1,EduIdx
PNG,Papua New Guinea,1996,2,46.0879,48.7205,42.5621,,41.2347,,,-2.7350,0.2546,0.6319,2578.1922,20.9580,8.0782,54.1005,,0.4465,0.1426,0.4433,0.5064,0.5410,0.3913,-0.2856,1.6096,0.0286,0.8892,0.9054,1.1979,1.0665,0.1583,P5>P4>P1>P3>P2,1,RD
ZMB,Zambia,1996,2,25.1093,49.0494,44.9708,,31.1433,,0.0110,-0.3680,0.3939,0.3963,1584.5817,7.4072,17.9304,63.8672,,0.3757,0.2840,0.3951,0.4074,0.6387,0.3893,-0.2909,1.0666,0.7639,0.5918,0.7354,1.8610,1.0168,0.1314,P5>P4>P3>P1>P2,0,
TCD,Chad,1996,2,35.9854,38.2805,34.6581,,21.6877,,,-1.2790,,0.4239,1010.0808,12.7277,18.5194,43.2696,,0.3265,0.4038,0.4239,0.3389,0.4327,0.3784,-0.3198,0.7267,0.4857,0.2462,0.4493,0.6417,0.5519,0.0492,P5>P3>P2>P4>P1,2,EduIdx; RD
GIN,Guinea,1996,2,25.9220,36.0263,40.0200,,36.0232,,,-1.9600,0.1535,0.4699,1048.1582,15.2794,5.3682,49.1831,,0.3450,0.2817,0.3117,0.5430,0.4918,0.3768,-0.3241,0.8171,0.1714,0.2892,0.6856,0.8342,0.6204,0.1157,P4>P5>P1>P3>P2,1,RD
MOZ,Mozambique,1996,2,50.0713,44.6677,41.7790,,43.3609,,,-1.6510,0.1780,0.4172,349.7319,14.4719,22.5187,64.7850,,0.4497,0.3371,0.2976,0.2479,0.6478,0.3706,-0.3406,1.5889,0.2286,0.1928,0.2637,1.9679,0.9730,0.1592,P5>P1>P2>P3>P4,1,RD
RWA,Rwanda,1996,2,25.9463,30.7451,29.7427,,31.5932,,,-0.2240,0.2300,0.3459,498.8820,12.5562,34.0043,30.1572,,0.2951,0.5931,0.2879,0.2790,0.3016,0.3656,-0.3538,0.5228,1.7429,0.2338,0.3479,0.1925,0.5770,0.1354,P2>P5>P1>P3>P4,1,RD
ETH,Ethiopia,1996,2,25.1093,42.0783,31.5905,,27.9722,,,-1.8260,,0.4415,453.3684,28.6687,9.3661,42.8450,,0.3169,0.3057,0.4415,0.3439,0.4284,0.3556,-0.3804,0.5946,0.2000,0.3487,0.3941,0.5775,0.4592,0.0635,P3>P5>P4>P1>P2,2,EduIdx; RD
MMR,Myanmar,1996,2,25.1093,31.0736,25.9127,,17.7369,,0.0599,-1.9710,0.3015,0.6026,661.2181,16.9886,0.8072,40.3283,,0.2496,0.1441,0.4521,0.5839,0.4033,0.3459,-0.4060,0.2476,0.1346,0.8328,0.9213,0.4706,0.4972,0.1725,P4>P3>P5>P1>P2,0,
COG,"Congo, Rep.",1996,2,25.9220,41.2668,31.3305,,32.7703,,,-1.6300,0.5045,0.5422,3547.2135,39.2688,29.6402,33.2088,,0.3282,0.3409,0.5233,0.2021,0.3321,0.3456,-0.4070,0.6753,0.2571,1.1621,0.6211,0.2995,0.6262,0.1148,P3>P2>P5>P1>P4,1,RD
AGO,Angola,1996,2,40.2507,29.9402,28.7647,,25.2638,,,-2.4590,,0.4064,3341.9119,41.3617,7.8788,23.5257,,0.3105,0.1921,0.4064,0.3871,0.2353,0.3079,-0.5069,0.6445,0.0571,0.2051,0.8497,0.1497,0.4544,0.0931,P3>P4>P1>P5>P2,2,EduIdx; RD
GNQ,Equatorial Guinea,1996,2,24.8610,31.3602,28.3894,,19.2066,,,-2.4580,,0.4942,1793.1930,68.6683,16.4423,62.4942,,0.2595,0.1923,0.4942,0.1547,0.6249,0.3052,-0.5140,0.2551,0.0857,0.5333,0.3905,1.7754,0.5471,0.2046,P5>P3>P1>P2>P4,2,EduIdx; RD
COD,"Congo, Dem. Rep.",1996,2,19.3656,26.7847,22.4585,,10.8526,,,-2.0230,0.3401,0.4519,526.1650,36.2990,3.0779,20.2456,,0.1987,0.2704,0.3960,0.4055,0.2025,0.2978,-0.5337,0.1158,0.1143,0.6318,0.5949,0.0642,0.2868,0.1011,P4>P3>P2>P5>P1,1,RD
BDI,Burundi,1996,2,15.9072,35.4886,26.5558,,30.2683,,,,0.1853,0.3816,512.7452,28.9247,12.9244,22.9866,,0.2705,,0.2834,0.2892,0.2299,,,0.4034,,0.1446,0.2935,0.1283,,0.0268,P4>P3>P1>P5,2,RD; ECI
BLZ,Belize,1996,2,46.0245,63.5776,59.5320,,47.0151,,,,0.5260,0.7594,6087.1488,0.4099,2.5524,71.9344,,0.5404,,0.6427,0.7798,0.7193,,,2.3708,,1.9538,2.2634,2.4599,,0.1033,P4>P5>P3>P1,2,RD; ECI
BRB,Barbados,1996,2,66.1026,70.3327,76.6008,,77.3866,,,,0.6831,0.8318,13090.2347,0.2307,0.2498,81.0222,,0.7261,,0.7574,0.8588,0.8102,,,3.3352,,3.2133,2.9033,3.1444,,0.0585,P4>P5>P3>P1,2,RD; ECI
BWA,Botswana,1996,2,55.9085,67.1648,61.6761,,67.9253,,,,0.5320,0.5274,7890.3514,1.2490,1.6229,85.4804,,0.6317,,0.5297,0.8031,0.8548,,,2.8822,,1.2246,2.2771,3.4866,,0.1507,P5>P4>P1>P3,2,RD; ECI
CAF,Central African Republic,1996,2,25.9463,36.0229,32.3995,,22.8694,,,,0.2011,0.4262,600.7730,12.0072,17.1408,34.0701,,0.2931,,0.3136,0.3399,0.3407,,,0.5057,,0.2667,0.4478,0.3636,,0.0229,P5>P4>P3>P1,2,RD; ECI
FJI,Fiji,1996,2,56.0636,62.1485,50.5655,,58.9726,,,,0.5871,0.7108,5109.3011,1.4232,2.2273,79.5688,,0.5694,,0.6489,0.7694,0.7957,,,2.5242,,2.0421,1.9870,3.0802,,0.1058,P5>P4>P3>P1,2,RD; ECI
GMB,"Gambia, The",1996,2,39.9403,62.3058,35.9206,,42.2696,,,,0.2061,0.5361,1488.8006,2.6976,4.3334,72.4961,,0.4511,,0.3711,0.6622,0.7250,,,1.6718,,0.4749,1.2672,2.5027,,0.1683,P5>P4>P1>P3,2,RD; ECI
GUY,Guyana,1996,2,46.4967,56.4684,45.4873,,46.0805,,,,0.4530,0.6568,5209.9948,29.7871,13.5930,57.8253,,0.4863,,0.5549,0.3919,0.5783,,,1.9911,,1.3303,0.9217,1.4545,,0.0836,P5>P3>P1>P4,2,RD; ECI
LSO,Lesotho,1996,2,56.0636,58.6725,45.6502,,42.6424,,,,0.4038,0.5406,1103.0020,4.4287,8.1481,64.2182,,0.5076,,0.4722,0.5716,0.6422,,,2.1118,,0.8851,0.9758,1.9465,,0.0749,P5>P4>P1>P3,2,RD; ECI
MLT,Malta,1996,2,70.8024,73.5977,62.0513,,65.8971,,,,0.6077,0.8665,14661.0318,0.0000,1.8579,87.9160,,0.6809,,0.7371,0.8394,0.8792,,,3.1987,,2.9867,2.9236,3.6364,,0.0912,P5>P4>P3>P1,2,RD; ECI
NAM,Namibia,1996,2,68.4200,65.4284,54.8427,,66.4355,,,,0.5477,0.5637,4611.7580,0.6351,4.6279,78.9872,,0.6378,,0.5557,0.7294,0.7899,,,2.9103,,1.4338,1.9493,3.0160,,0.1028,P5>P4>P1>P3,2,RD; ECI
SLE,Sierra Leone,1996,2,19.3656,35.6543,25.5605,,34.7626,,,,0.2289,0.3620,1224.5553,14.6082,20.0747,30.8809,,0.2884,,0.2954,0.3116,0.3088,,,0.5002,,0.2308,0.4107,0.2139,,0.0110,P4>P5>P3>P1,2,RD; ECI
SWZ,Eswatini,1996,2,46.0245,56.8694,47.3786,,48.2858,,,,0.4702,0.5122,3915.8307,4.4466,1.9051,61.4179,,0.4964,,0.4912,0.7409,0.6142,,,2.0569,,1.0041,1.7213,1.6684,,0.1181,P4>P5>P1>P3,2,RD; ECI
WSM,Samoa,1996,2,46.0245,69.4822,56.6422,,47.0151,,,,0.6759,0.7656,2681.1932,1.8516,14.3129,88.4580,,0.5479,,0.7208,0.5319,0.8846,,,2.3865,,2.6677,1.3291,3.6791,,0.1659,P5>P3>P1>P4,2,RD; ECI
FIN,Finland,2004,2,93.3552,90.9423,84.6946,,94.1243,,3.3094,1.6130,0.8799,0.9053,31195.1243,0.3006,,89.2927,,0.9078,0.7219,0.8926,0.9073,0.8929,0.8567,0.9493,3.9697,3.9450,3.6440,3.2404,3.9803,3.8094,0.0801,P1>P4>P5>P3>P2,1,ODA
SWE,Sweden,2004,2,87.2003,89.0382,83.1274,,88.8696,,3.3663,1.5310,0.8510,0.9315,33804.8571,0.2386,,86.2690,,0.8706,0.7190,0.8912,0.9119,0.8627,0.8443,0.9164,3.8793,3.9173,3.7505,3.3114,3.9409,3.7995,0.0763,P4>P3>P1>P5>P2,1,ODA
CHE,Switzerland,2004,2,89.9795,88.5916,84.3963,,85.6496,,2.6082,1.6580,0.7914,0.9393,40171.1806,0.0140,,84.2696,,0.8715,0.6706,0.8654,0.9223,0.8427,0.8273,0.8714,3.8796,3.9177,3.6549,3.5102,3.8424,3.8083,0.0961,P4>P1>P3>P5>P2,1,ODA
DNK,Denmark,2004,2,92.1611,89.8694,85.8814,,92.9911,,2.4133,1.0630,0.8895,0.8890,33015.5516,1.3091,,83.1183,,0.9023,0.6018,0.8892,0.9035,0.8312,0.8177,0.8459,3.9749,3.5732,3.6061,3.0719,3.6847,3.6684,0.1285,P4>P1>P3>P5>P2,1,ODA
SGP,Singapore,2004,2,93.2750,82.8043,84.6636,,88.4177,,2.0786,1.2980,0.8080,0.9178,54383.8062,0.0006,,83.5737,,0.8729,0.5965,0.8629,0.9380,0.8357,0.8111,0.8284,3.8607,3.6291,3.5714,3.6343,3.7241,3.7512,0.1311,P4>P1>P3>P5>P2,1,ODA
DEU,Germany,2004,2,81.3823,85.7202,77.5382,,84.1550,,2.4028,1.5670,0.9169,0.9095,31753.1721,0.1384,,77.9406,,0.8220,0.6462,0.9132,0.9093,0.7794,0.8095,0.8241,3.7093,3.8353,3.7528,3.3312,3.0542,3.5918,0.1099,P3>P4>P1>P5>P2,1,ODA
JPN,Japan,2004,2,76.9455,76.9053,71.1776,,65.8529,,2.9813,2.0390,0.8286,0.9558,30831.5079,0.0134,,82.8497,,0.7272,0.7342,0.8922,0.9086,0.8285,0.8084,0.8211,3.4187,3.9589,3.7761,3.4155,3.6650,3.6299,0.0853,P4>P3>P5>P2>P1,1,ODA
AUT,Austria,2004,2,86.4791,88.1479,80.7169,,86.9146,,2.1824,1.4020,0.8138,0.9133,33518.5160,0.1319,,82.2026,,0.8556,0.6140,0.8636,0.9122,0.8220,0.8048,0.8115,3.8143,3.7254,3.5894,3.3643,3.5862,3.6766,0.1160,P4>P3>P1>P5>P2,1,ODA
NLD,Netherlands,2004,2,87.3497,86.3866,85.2583,,86.4287,,1.7813,1.0300,0.8457,0.9114,35960.7138,0.4452,,80.6627,,0.8636,0.5490,0.8785,0.9137,0.8066,0.7923,0.7784,3.8651,3.3676,3.6038,3.3078,3.2512,3.5777,0.1467,P4>P3>P1>P5>P2,1,ODA
NOR,Norway,2004,2,88.1997,88.7391,79.7203,,85.4850,,1.5398,1.2530,0.8954,0.9225,42667.2192,9.4987,,84.0387,,0.8554,0.5500,0.9089,0.8622,0.8404,0.7896,0.7713,3.8290,3.4507,3.8020,2.7037,3.7833,3.5739,0.1439,P3>P4>P1>P5>P2,1,ODA
USA,United States,2004,2,83.0630,82.8385,81.2916,,80.5431,,2.4869,1.2890,0.8709,0.8852,41724.6412,1.2537,,67.2571,,0.8193,0.6279,0.8780,0.9160,0.6726,0.7879,0.7667,3.7096,3.7523,3.5506,3.1601,2.1872,3.3742,0.1268,P4>P3>P1>P5>P2,1,ODA
CAN,Canada,2004,2,87.7109,86.0946,81.5159,,82.7547,,1.9973,1.0290,0.8641,0.9235,33929.2937,4.4382,,79.1554,,0.8452,0.5660,0.8938,0.8841,0.7916,0.7875,0.7658,3.7846,3.4223,3.7332,2.8602,3.1527,3.4739,0.1348,P3>P4>P1>P5>P2,1,ODA
